Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,Sudan,2020-09-20 04:22:56,12.8628,30.2176,13535,836,6759,5940.0,Sudan,30.86710521901745,6.176579239009974
,Suriname,2020-09-20 04:22:56,3.9193,-56.0278,4709,97,4383,229.0,Suriname,802.7151511845544,2.059885325971544
Blekinge,Sweden,2020-09-20 04:22:56,56.2784,15.018,624,17,0,607.0,"Blekinge, Sweden",390.96274576143753,2.7243589743589745
Dalarna,Sweden,2020-09-20 04:22:56,61.0917,14.6664,2365,174,0,2191.0,"Dalarna, Sweden",821.2775119284915,7.357293868921776
Gavleborg,Sweden,2020-09-20 04:22:56,61.3012,16.1534,3285,167,0,3118.0,"Gavleborg, Sweden",1143.0778545629162,5.083713850837139
Gotland,Sweden,2020-09-20 04:22:56,57.4684,18.4867,324,6,0,318.0,"Gotland, Sweden",542.8408672050397,1.8518518518518519
Halland,Sweden,2020-09-20 04:22:56,56.8967,12.8034,2356,83,0,2273.0,"Halland, Sweden",705.710383168388,3.5229202037351444
Jamtland Harjedalen,Sweden,2020-09-20 04:22:56,63.1712,14.9592,1222,64,0,1158.0,"Jamtland Harjedalen, Sweden",934.1793440868436,5.237315875613748
Jonkoping,Sweden,2020-09-20 04:22:56,57.3708,14.3439,5224,181,0,5043.0,"Jonkoping, Sweden",1436.747625818553,3.464777947932619
Kalmar,Sweden,2020-09-20 04:22:56,57.235,16.1849,911,64,0,847.0,"Kalmar, Sweden",371.16107005206845,7.025246981339188
Kronoberg,Sweden,2020-09-20 04:22:56,56.7183,14.4115,1548,116,0,1432.0,"Kronoberg, Sweden",768.3564220798238,7.493540051679586
Norrbotten,Sweden,2020-09-20 04:22:56,66.8309,20.3992,1685,88,0,1597.0,"Norrbotten, Sweden",673.7493652361321,5.222551928783383
Orebro,Sweden,2020-09-20 04:22:56,59.535,15.0066,2860,172,0,2688.0,"Orebro, Sweden",938.3048178343532,6.013986013986014
Ostergotland,Sweden,2020-09-20 04:22:56,58.3454,15.5198,3954,277,0,3677.0,"Ostergotland, Sweden",849.4183610994747,7.005563985837128
Skane,Sweden,2020-09-20 04:22:56,55.9903,13.5958,5366,276,0,5090.0,"Skane, Sweden",389.4538283833892,5.143496086470369
Sormland,Sweden,2020-09-20 04:22:56,59.0336,16.7519,2460,254,0,2206.0,"Sormland, Sweden",826.7795926598102,10.32520325203252
Stockholm,Sweden,2020-09-20 04:22:56,59.6025,18.1384,23739,2400,0,21339.0,"Stockholm, Sweden",998.6618041202637,10.109945659042085
Uppsala,Sweden,2020-09-20 04:22:56,60.0092,17.2715,3919,243,0,3676.0,"Uppsala, Sweden",1021.3362591311735,6.20056136769584
Varmland,Sweden,2020-09-20 04:22:56,59.7294,13.2354,1241,73,0,1168.0,"Varmland, Sweden",439.42580750246094,5.882352941176473
Vasterbotten,Sweden,2020-09-20 04:22:56,65.3337,16.5162,905,31,0,874.0,"Vasterbotten, Sweden",333.04383666499837,3.425414364640884
Vasternorrland,Sweden,2020-09-20 04:22:56,63.4276,17.7292,1881,136,0,1745.0,"Vasternorrland, Sweden",766.6692480446063,7.230196703880915
Vastmanland,Sweden,2020-09-20 04:22:56,59.6714,16.2159,2854,183,0,2671.0,"Vastmanland, Sweden",1034.6390182892567,6.412053258584442
Vastra Gotaland,Sweden,2020-09-20 04:22:56,58.2528,13.0596,19514,860,0,18654.0,"Vastra Gotaland, Sweden",1130.6689163389594,4.407092343958183
,Switzerland,2020-09-20 04:22:56,46.8182,8.2275,49283,2045,40500,6738.0,Switzerland,569.4416553104942,4.149503885721241
,Syria,2020-09-20 04:22:56,34.802075,38.99681500000001,3765,170,932,2663.0,Syria,21.513478036853126,4.51527224435591
,Taiwan*,2020-09-20 04:22:56,23.7,121.0,506,7,479,20.0,Taiwan*,2.12455296739378,1.383399209486166
,Tajikistan,2020-09-20 04:22:56,38.861,71.2761,9303,73,8066,1164.0,Tajikistan,97.53983217235456,0.7846931097495432
,Tanzania,2020-09-20 04:22:56,-6.369028,34.888822,509,21,183,305.0,Tanzania,0.852107987092757,4.12573673870334
,Thailand,2020-09-20 04:22:56,15.870032,100.992541,3506,59,3340,107.0,Thailand,5.022924219259783,1.6828294352538506
,Timor-Leste,2020-09-20 04:22:56,-8.874217,125.727539,27,0,26,1.0,Timor-Leste,2.0478716545741107,0.0
,Togo,2020-09-20 04:22:56,8.6195,0.8248,1659,41,1259,359.0,Togo,20.03928860163089,2.471368294153104
,Trinidad and Tobago,2020-09-20 04:22:56,10.6918,-61.2225,3853,61,1695,2097.0,Trinidad and Tobago,275.31438215751297,1.5831819361536466
,Tunisia,2020-09-20 04:22:56,33.886917,9.537499,9110,138,2366,6606.0,Tunisia,77.08177047434819,1.5148188803512623
,Turkey,2020-09-20 04:22:56,38.9637,35.2433,301348,7445,266117,27786.0,Turkey,357.30535174167863,2.4705655919402147
,Uganda,2020-09-20 04:22:56,1.373333,32.290275,6017,63,2581,3373.0,Uganda,13.154500338864475,1.047033405351504
Cherkasy Oblast,Ukraine,2020-09-20 04:22:56,49.4444,32.0598,2983,48,1345,1590.0,"Cherkasy Oblast, Ukraine",247.27463234166507,1.609118337244385
Chernihiv Oblast,Ukraine,2020-09-20 04:22:56,51.4982,31.2893,3188,46,738,2404.0,"Chernihiv Oblast, Ukraine",316.9789558983639,1.4429109159347553
Chernivtsi Oblast,Ukraine,2020-09-20 04:22:56,48.2917,25.9352,12917,329,7514,5074.0,"Chernivtsi Oblast, Ukraine",1428.280777642878,2.5470310443601454
Crimea Republic*,Ukraine,2020-09-20 04:22:56,45.2835,34.2008,3573,47,2400,1126.0,"Crimea Republic*, Ukraine",186.703355905297,1.315421214665547
Dnipropetrovsk Oblast,Ukraine,2020-09-20 04:22:56,48.4647,35.0462,3878,89,1830,1959.0,"Dnipropetrovsk Oblast, Ukraine",120.94270440736048,2.294997421351212
Donetsk Oblast,Ukraine,2020-09-20 04:22:56,48.0159,37.8028,2371,35,982,1354.0,"Donetsk Oblast, Ukraine",56.9144586009125,1.4761703922395613
Ivano-Frankivsk Oblast,Ukraine,2020-09-20 04:22:56,48.9226,24.7111,12212,277,5354,6581.0,"Ivano-Frankivsk Oblast, Ukraine",889.2759668291037,2.26826072715362
Kharkiv Oblast,Ukraine,2020-09-20 04:22:56,49.9935,36.2304,14464,295,4102,10067.0,"Kharkiv Oblast, Ukraine",540.5894308487299,2.039546460176992
Kherson Oblast,Ukraine,2020-09-20 04:22:56,46.6354,32.6169,790,20,436,334.0,"Kherson Oblast, Ukraine",76.13430476851316,2.5316455696202533
Khmelnytskyi Oblast,Ukraine,2020-09-20 04:22:56,49.423,26.9871,4481,90,2044,2347.0,"Khmelnytskyi Oblast, Ukraine",354.3118751013082,2.008480249944209
Kiev,Ukraine,2020-09-20 04:22:56,50.4501,30.5234,19140,312,5828,13000.0,"Kiev, Ukraine",648.6376575843839,1.6300940438871474
Kiev Oblast,Ukraine,2020-09-20 04:22:56,50.053,30.7667,7611,156,4929,2526.0,"Kiev Oblast, Ukraine",430.50103510300124,2.0496649586125346
Kirovohrad Oblast,Ukraine,2020-09-20 04:22:56,48.5079,32.2623,973,52,777,144.0,"Kirovohrad Oblast, Ukraine",102.90318111488668,5.344295991778006
Luhansk Oblast,Ukraine,2020-09-20 04:22:56,48.574,39.3078,735,5,399,331.0,"Luhansk Oblast, Ukraine",34.156925746561186,0.6802721088435374
Lviv Oblast,Ukraine,2020-09-20 04:22:56,49.8397,24.0297,18129,515,6040,11574.0,"Lviv Oblast, Ukraine",718.8282730397566,2.8407523856804016
Mykolaiv Oblast,Ukraine,2020-09-20 04:22:56,46.975,31.9946,2374,57,815,1502.0,"Mykolaiv Oblast, Ukraine",94.13085775257223,2.4010109519797806
Odessa Oblast,Ukraine,2020-09-20 04:22:56,46.4846,30.7326,11205,160,2424,8621.0,"Odessa Oblast, Ukraine",470.73740037003614,1.42793395805444
Poltava Oblast,Ukraine,2020-09-20 04:22:56,49.5883,34.5514,1461,33,714,714.0,"Poltava Oblast, Ukraine",104.32442969668794,2.2587268993839835
Rivne Oblast,Ukraine,2020-09-20 04:22:56,50.6199,26.2516,11015,151,8576,2288.0,"Rivne Oblast, Ukraine",951.7835031681473,1.3708579210167953
Sevastopol*,Ukraine,2020-09-20 04:22:56,44.6054,33.522,763,22,517,224.0,"Sevastopol*, Ukraine",172.15276696652387,2.8833551769331587
Sumy Oblast,Ukraine,2020-09-20 04:22:56,50.9077,34.7981,2916,50,1302,1564.0,"Sumy Oblast, Ukraine",269.64596483505915,1.7146776406035664
Ternopil Oblast,Ukraine,2020-09-20 04:22:56,49.5535,25.5948,11016,133,4862,6021.0,"Ternopil Oblast, Ukraine",1053.2767174787905,1.2073347857661585
Vinnytsia Oblast,Ukraine,2020-09-20 04:22:56,49.2331,28.4682,5200,98,3461,1641.0,"Vinnytsia Oblast, Ukraine",333.24916655665174,1.8846153846153848
Volyn Oblast,Ukraine,2020-09-20 04:22:56,50.7472,25.3254,6783,143,4774,1866.0,"Volyn Oblast, Ukraine",655.1534293413695,2.108211705734925
Zakarpattia Oblast,Ukraine,2020-09-20 04:22:56,48.6208,22.2879,9110,290,4054,4766.0,"Zakarpattia Oblast, Ukraine",724.8556256275847,3.18331503841932
Zaporizhia Oblast,Ukraine,2020-09-20 04:22:56,47.8388,35.1396,2829,42,1075,1712.0,"Zaporizhia Oblast, Ukraine",165.84243737381553,1.4846235418875928
Zhytomyr Oblast,Ukraine,2020-09-20 04:22:56,50.2547,28.6587,4931,90,2379,2462.0,"Zhytomyr Oblast, Ukraine",404.1163979796639,1.825187588724397
,United Arab Emirates,2020-09-20 04:22:56,23.424076,53.847818,84242,404,73512,10326.0,United Arab Emirates,851.755237401925,0.4795707604282899
Anguilla,United Kingdom,2020-09-20 04:22:56,18.2206,-63.0686,3,0,3,0.0,"Anguilla, United Kingdom",19.99733368884149,0.0
Bermuda,United Kingdom,2020-09-20 04:22:56,32.3078,-64.7505,180,9,166,5.0,"Bermuda, United Kingdom",289.0498289788512,5.0
British Virgin Islands,United Kingdom,2020-09-20 04:22:56,18.4207,-64.64,69,1,48,20.0,"British Virgin Islands, United Kingdom",228.19724178986007,1.4492753623188406
Cayman Islands,United Kingdom,2020-09-20 04:22:56,19.3133,-81.2546,208,1,204,3.0,"Cayman Islands, United Kingdom",316.4942178940961,0.4807692307692308
Channel Islands,United Kingdom,2020-09-20 04:22:56,49.3723,-2.3644,644,48,575,21.0,"Channel Islands, United Kingdom",377.7148253068933,7.453416149068322
England,United Kingdom,2020-09-20 04:22:56,52.3555,-1.1743,336622,37076,0,299546.0,"England, United Kingdom",601.3555519032749,11.014134548544064
Falkland Islands (Malvinas),United Kingdom,2020-09-20 04:22:56,-51.7963,-59.5236,13,0,13,0.0,"Falkland Islands (Malvinas), United Kingdom",373.2414585127763,0.0
Gibraltar,United Kingdom,2020-09-20 04:22:56,36.1408,-5.3536,350,0,322,28.0,"Gibraltar, United Kingdom",1038.8531061707874,0.0
Isle of Man,United Kingdom,2020-09-20 04:22:56,54.2361,-4.5481,339,24,312,3.0,"Isle of Man, United Kingdom",398.6734405870731,7.079646017699115
Montserrat,United Kingdom,2020-09-20 04:22:56,16.742498,-62.187366,13,1,12,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
Northern Ireland,United Kingdom,2020-09-20 04:22:56,54.7877,-6.4923,9165,575,0,8590.0,"Northern Ireland, United Kingdom",487.0854591836735,6.273867975995637
Scotland,United Kingdom,2020-09-20 04:22:56,56.4907,-4.2026,24126,2505,0,21621.0,"Scotland, United Kingdom",441.6012300258087,10.38298930614275
Turks and Caicos Islands,United Kingdom,2020-09-20 04:22:56,21.69400000000001,-71.7979,668,5,572,91.0,"Turks and Caicos Islands, United Kingdom",1725.2957280851285,0.7485029940119761
Unknown,United Kingdom,2020-09-20 04:22:56,,,0,0,0,0.0,"Unknown, United Kingdom",,
Wales,United Kingdom,2020-09-20 04:22:56,52.1307,-3.7837,20445,1603,0,18842.0,"Wales, United Kingdom",651.4050850697762,7.840547811200782
,Uruguay,2020-09-20 04:22:56,-32.5228,-55.7658,1904,46,1612,246.0,Uruguay,54.81144603476324,2.4159663865546217
,Uzbekistan,2020-09-20 04:22:56,41.377491,64.585262,50992,427,47271,3294.0,Uzbekistan,152.35500556795515,0.8373862566677126
,Venezuela,2020-09-20 04:22:56,6.4238,-66.5897,65949,539,55155,10255.0,Venezuela,231.92126950036442,0.8172982152875707
,Vietnam,2020-09-20 04:22:56,14.058324,108.277199,1068,35,942,91.0,Vietnam,1.0972010965066137,3.2771535580524342
,West Bank and Gaza,2020-09-20 04:22:56,31.9522,35.2332,35003,253,23446,11304.0,West Bank and Gaza,686.1428277952631,0.7227951889838014
,Western Sahara,2020-09-20 04:22:56,24.2155,-12.8858,10,1,8,1.0,Western Sahara,1.674116485025028,10.0
,Yemen,2020-09-20 04:22:56,15.552727,48.516388,2026,585,1221,220.0,Yemen,6.79273846200063,28.874629812438307
,Zambia,2020-09-20 04:22:56,-13.133897,27.849332,14070,330,13365,375.0,Zambia,76.53412573441756,2.345415778251599
,Zimbabwe,2020-09-20 04:22:56,-19.015438,29.154857,7672,225,5914,1533.0,Zimbabwe,51.6183656153327,2.93274244004171
Alabama,US,2020-09-20 04:22:56,32.88428035358209,-86.71012237686571,144164,2437,0,141727.0,"Alabama, US",3101.191003562257,0.016904358924558143
Alaska,US,2020-09-20 04:22:56,60.41150609269231,-148.68769288076925,6729,45,0,6684.0,"Alaska, US",1093.40820721514,0.006687472135532769
Arizona,US,2020-09-20 04:22:56,33.675903642,-111.46323212666667,212942,5451,0,207491.0,"Arizona, US",3174.6032543195333,0.025598519784730114
Arkansas,US,2020-09-20 04:22:56,34.911889390266666,-92.43397826839998,75160,1181,0,73979.0,"Arkansas, US",3268.886657473716,0.015713145290047897
California,US,2020-09-20 04:22:56,37.84396164603449,-120.72859416379308,783313,15018,0,768295.0,"California, US",2297.0112243550802,0.01917241256049625
Colorado,US,2020-09-20 04:22:56,38.935474467656235,-105.48623995937497,64336,2013,0,62323.0,"Colorado, US",1316.3802348318256,0.031288858492912214
Connecticut,US,2020-09-20 04:22:56,41.61368014,-72.65682967875,55527,4492,0,51035.0,"Connecticut, US",1687.0576642145634,0.0808975813568174
Delaware,US,2020-09-20 04:22:56,39.10927682333334,-75.53323745666665,19449,621,0,18828.0,"Delaware, US",2021.7089821402126,0.031929662193428965
Diamond Princess,US,2020-08-04 02:27:56,,,49,0,0,49.0,"Diamond Princess, US",0.0,0.0
District of Columbia,US,2020-09-20 04:22:56,38.90417773,-77.01655992,14902,619,0,14283.0,"District of Columbia, US",2111.515567149227,0.04153804858408267
Florida,US,2020-09-20 04:22:56,28.94075487910448,-82.70074390925375,681233,13287,0,667946.0,"Florida, US",3749.959242068665,0.019504339924812802
Georgia,US,2020-09-20 04:22:56,32.80853214484278,-83.57742992610066,305021,6599,0,298422.0,"Georgia, US",2764.198531274552,0.02163457598001449
Grand Princess,US,2020-08-04 02:27:56,,,103,3,0,100.0,"Grand Princess, US",0.0,0.02912621359223301
Guam,US,2020-09-20 04:22:56,13.4443,144.7937,2074,31,0,2043.0,"Guam, US",1262.8707475537208,0.014946962391513982
Hawaii,US,2020-09-20 04:22:56,20.99064747,-157.41445579999998,11326,120,0,11206.0,"Hawaii, US",971.9640341463166,0.010595090941197245
Idaho,US,2020-09-20 04:22:56,44.2634012584091,-114.46012491818179,37247,441,0,36806.0,"Idaho, US",2450.7506646600855,0.011839879721856794
Illinois,US,2020-09-20 04:22:56,39.84361770127451,-89.17833006960784,275041,8672,0,266369.0,"Illinois, US",2289.1589801379,0.03152984464134438
Indiana,US,2020-09-20 04:22:56,39.83735316565217,-86.21856844913039,110759,3503,0,107256.0,"Indiana, US",1834.0709264078066,0.03162722668135321
Iowa,US,2020-09-20 04:22:56,42.02991002353537,-93.46551942343434,79804,1265,0,78520.0,"Iowa, US",3045.9641049224592,0.015851335772642975
Kansas,US,2020-09-20 04:22:56,38.485378896857135,-98.08455153209523,52486,594,0,51892.0,"Kansas, US",2623.4889542586116,0.011317303661928896
Kentucky,US,2020-09-20 04:22:56,37.62214385000001,-85.19989061799998,61106,1108,0,59998.0,"Kentucky, US",1589.9687100131741,0.018132425621051943
Louisiana,US,2020-09-20 04:22:56,31.092427383437492,-91.82418665609377,160283,5342,0,154941.0,"Louisiana, US",3595.8085310409565,0.03332855012696293
Maine,US,2020-09-20 04:22:56,44.68768840625,-69.523768628125,5034,139,0,4895.0,"Maine, US",568.4966155883828,0.027612236789829162
Maryland,US,2020-09-20 04:22:56,39.014920690416666,-76.67546760874998,119744,3876,0,115868.0,"Maryland, US",2201.7654070071208,0.0323690539818279
Massachusetts,US,2020-09-20 04:22:56,42.17639998153847,-71.57704993461539,127181,9295,0,117886.0,"Massachusetts, US",1952.611315918999,0.07308481612819524
Michigan,US,2020-09-20 04:22:56,44.04362008975902,-85.18169553542172,128087,6969,0,121118.0,"Michigan, US",1367.2047216376354,0.05440833183695457
Minnesota,US,2020-09-20 04:22:56,45.55201297954022,-94.43095302689653,88721,2015,0,86706.0,"Minnesota, US",1902.4031219923197,0.022711646622558358
Mississippi,US,2020-09-20 04:22:56,32.792726566585365,-89.64572580048781,93087,2809,0,90278.0,"Mississippi, US",3435.5239783083734,0.030176071846767002
Missouri,US,2020-09-20 04:22:56,38.456764881637945,-92.4994868846552,112864,1825,0,111039.0,"Missouri, US",1941.3154583877408,0.016169903600793876
Montana,US,2020-09-20 04:22:56,46.97469113196428,-109.70039488214286,10163,156,0,10007.0,"Montana, US",1822.6678330954721,0.015349798287907114
Nebraska,US,2020-09-20 04:22:56,41.321794947204275,-99.03901222387097,40797,442,0,40355.0,"Nebraska, US",2846.629883578503,0.010834129960536313
Nevada,US,2020-09-20 04:22:56,39.25599674470589,-117.5639935352941,75419,1528,0,73891.0,"Nevada, US",2633.446784424559,0.020260146647396546
New Hampshire,US,2020-09-20 04:22:56,43.478972876,-71.57765670500001,7920,438,0,7482.0,"New Hampshire, US",779.2444442927942,0.055303030303030305
New Jersey,US,2020-09-20 04:22:56,40.286440910952386,-74.62244971476191,199309,16064,0,183245.0,"New Jersey, US",2426.8637885707503,0.08059846770592397
New Mexico,US,2020-09-20 04:22:56,34.54935897878787,-105.88710740909092,27512,847,0,26665.0,"New Mexico, US",2017.2359001897512,0.030786565862169234
New York,US,2020-09-20 04:22:56,42.5441513332258,-75.47418330774194,449038,33081,0,415957.0,"New York, US",2940.054477480983,0.07367082518628713
North Carolina,US,2020-09-20 04:22:56,35.62420971000002,-79.50109873960002,192247,3235,0,189012.0,"North Carolina, US",1991.7520623042801,0.016827310699256685
North Dakota,US,2020-09-20 04:22:56,47.39350672792453,-100.2493934356604,17607,192,0,17415.0,"North Dakota, US",2650.488478964201,0.01090475379110581
Northern Mariana Islands,US,2020-09-20 04:22:56,15.0979,145.6739,68,2,0,66.0,"Northern Mariana Islands, US",123.31350645582475,0.029411764705882353
Ohio,US,2020-09-20 04:22:56,40.310669812954565,-82.83540800659091,143547,4612,0,138935.0,"Ohio, US",1489.727716194658,0.03212884978439118
Oklahoma,US,2020-09-20 04:22:56,35.50191442597403,-97.2513995677922,75804,943,0,74861.0,"Oklahoma, US",2118.3972368129907,0.01243997678222785
Oregon,US,2020-09-20 04:22:56,44.49240067472221,-121.47691959722222,30342,521,0,29821.0,"Oregon, US",1329.8651595178117,0.017170918199195834
Pennsylvania,US,2020-09-20 04:22:56,40.81807835477611,-77.61531783850747,154236,7940,0,146296.0,"Pennsylvania, US",1467.2706164386082,0.05147955081822661
Puerto Rico,US,2020-09-20 04:22:56,18.240118884615384,-66.40498556410255,40993,605,0,40388.0,"Puerto Rico, US",1180.5463619670325,0.01475861732490913
Rhode Island,US,2020-09-20 04:22:56,41.655142106,-71.464105098,23620,1088,0,22532.0,"Rhode Island, US",2260.825630053366,0.04606265876375953
South Carolina,US,2020-09-20 04:22:56,33.957472131086966,-80.9833996921739,137240,3188,0,134052.0,"South Carolina, US",2822.684000960223,0.0232293791897406
South Dakota,US,2020-09-20 04:22:56,44.27269492727272,-99.31063618348485,18444,200,0,18244.0,"South Dakota, US",2428.544217250883,0.010843634786380394
Tennessee,US,2020-09-20 04:22:56,35.88510221221052,-86.10872298863156,181439,2216,0,179223.0,"Tennessee, US",2901.56683452541,0.012213471194175454
Texas,US,2020-09-20 04:22:56,31.660643442283458,-98.65306860334638,707940,15051,0,692889.0,"Texas, US",2798.3964601020484,0.021260276294601237
Utah,US,2020-09-20 04:22:56,40.014400114615384,-111.46087804615384,62852,440,0,62412.0,"Utah, US",2139.039876067392,0.007000572774136066
Vermont,US,2020-09-20 04:22:56,44.159495798571434,-72.68438070571429,1710,58,0,1652.0,"Vermont, US",356.0077641721357,0.03391812865497076
Virgin Islands,US,2020-09-20 04:22:56,18.3358,-64.8963,1257,19,0,1238.0,"Virgin Islands, US",1171.831301040385,0.015115354017501989
Virginia,US,2020-09-20 04:22:56,37.56615032526316,-78.51371173503755,139546,2988,0,136558.0,"Virginia, US",1920.7161914778112,0.021412294153899072
Washington,US,2020-09-20 04:22:56,47.23378642,-120.71922041538463,82199,2037,0,80162.0,"Washington, US",1803.9282589381082,0.02478132337376367
West Virginia,US,2020-09-20 04:22:56,38.81425370672727,-80.6174545132727,13889,311,0,13578.0,"West Virginia, US",1006.4167167176704,0.022391820865433076
Wisconsin,US,2020-09-20 04:22:56,44.395143494861124,-89.79797998097222,97279,1238,0,96041.0,"Wisconsin, US",1961.8743709082312,0.012726282136946309
Wyoming,US,2020-09-20 04:22:56,43.086885505217396,-107.15324220434782,4781,49,0,4731.0,"Wyoming, US",1066.3287163122561,0.010248901903367497
